seed,uniprot,n_residues,entropy,entropy_uniform,entropy_ratio,top1_pos,top1_pos_pct,top1_mass,top5pct_mass,top10pct_mass,top20pct_mass
1337,A1SPN2,371,5.907344341278076,5.916202062607435,0.998502802771842,81,0.2183288409703504,0.0037029327359050512,0.06485647708177567,0.12313423305749893,0.23869727551937103
1337,D2PPM7,723,6.573916435241699,6.583409222158765,0.9985580743051617,502,0.69432918395574,0.0020112439524382353,0.06605347990989685,0.12686701118946075,0.2434350848197937
1337,A4UWM5,1022,6.924961090087891,6.92951677076365,0.9993425687783916,389,0.3806262230919765,0.0013152813771739602,0.05966143310070038,0.11546963453292847,0.22368097305297852
1337,Q2PYN0,295,5.681884765625,5.68697535633982,0.9991048685116694,19,0.06440677966101695,0.005102432332932949,0.0641208067536354,0.1226038858294487,0.23121672868728638
1337,P84142,91,4.503643989562988,4.51085950651685,0.9984004119517716,67,0.7362637362637363,0.014622761867940426,0.07065122574567795,0.12256236374378204,0.23320145905017853
1337,P14384,443,6.085314750671387,6.093569770045136,0.9986452900868832,261,0.5891647855530474,0.003182033309713006,0.06313417106866837,0.12229607999324799,0.23729491233825684
1337,P21836,614,6.4127278327941895,6.419994928147142,0.9988680527890931,436,0.7100977198697068,0.0022750268690288067,0.06362033635377884,0.12131663411855698,0.23442292213439941
1337,Q5L1H1,389,5.9564127922058105,5.963579343618446,0.9987982801938732,170,0.4370179948586118,0.0036902001593261957,0.06151090934872627,0.12242601811885834,0.23593653738498688
1337,B3VPB3,467,6.138347625732422,6.1463292576688975,0.9987013985743577,211,0.4518201284796574,0.003021115204319358,0.06329407542943954,0.12484926730394363,0.2357555627822876
1337,Q9FK35,248,5.508208751678467,5.5134287461649825,0.9990532217378983,174,0.7016129032258065,0.005457940511405468,0.05918902903795242,0.11854676902294159,0.22834695875644684
1337,Q64514,1022,6.913567066192627,6.92951677076365,0.9976982948308436,537,0.525440313111546,0.0014258924638852477,0.0655151903629303,0.12755489349365234,0.24526366591453552
1337,P07711,333,5.800051212310791,5.808142489980444,0.9986069078567527,170,0.5105105105105106,0.0038773384876549244,0.06246352940797806,0.11838990449905396,0.23308180272579193
1337,P06276,602,6.3929572105407715,6.400257445308821,0.998859384199709,146,0.2425249169435216,0.002352803945541382,0.06277255713939667,0.12206000834703445,0.23397693037986755
1337,A0A125SQG8,378,5.926841735839844,5.934894195619588,0.9986432007860077,168,0.4444444444444444,0.0036440729163587093,0.06321237981319427,0.12172386050224304,0.23401077091693878
